council_area_code,council_area_name,year,age,sex,population
S12000013,Na h-Eileanan Siar,2024,32,male,157
S12000013,Na h-Eileanan Siar,2024,33,male,111
S12000013,Na h-Eileanan Siar,2024,34,male,114
S12000013,Na h-Eileanan Siar,2024,35,male,150
S12000013,Na h-Eileanan Siar,2024,36,male,151
S12000013,Na h-Eileanan Siar,2024,37,male,142
S12000013,Na h-Eileanan Siar,2024,38,male,120
S12000013,Na h-Eileanan Siar,2024,39,male,131
S12000013,Na h-Eileanan Siar,2024,40,male,125
S12000013,Na h-Eileanan Siar,2024,41,male,132
S12000013,Na h-Eileanan Siar,2024,42,male,137
S12000013,Na h-Eileanan Siar,2024,43,male,117
S12000013,Na h-Eileanan Siar,2024,44,male,134
S12000013,Na h-Eileanan Siar,2024,45,male,190
S12000013,Na h-Eileanan Siar,2024,46,male,149
S12000013,Na h-Eileanan Siar,2024,47,male,148
S12000013,Na h-Eileanan Siar,2024,48,male,162
S12000013,Na h-Eileanan Siar,2024,49,male,152
S12000013,Na h-Eileanan Siar,2024,50,male,174
S12000013,Na h-Eileanan Siar,2024,51,male,196
S12000013,Na h-Eileanan Siar,2024,52,male,215
S12000013,Na h-Eileanan Siar,2024,53,male,207
S12000013,Na h-Eileanan Siar,2024,54,male,194
S12000013,Na h-Eileanan Siar,2024,55,male,214
S12000013,Na h-Eileanan Siar,2024,56,male,241
S12000013,Na h-Eileanan Siar,2024,57,male,229
S12000013,Na h-Eileanan Siar,2024,58,male,215
S12000013,Na h-Eileanan Siar,2024,59,male,237
S12000013,Na h-Eileanan Siar,2024,60,male,232
S12000013,Na h-Eileanan Siar,2024,61,male,218
S12000013,Na h-Eileanan Siar,2024,62,male,226
S12000013,Na h-Eileanan Siar,2024,63,male,202
S12000013,Na h-Eileanan Siar,2024,64,male,230
S12000013,Na h-Eileanan Siar,2024,65,male,240
S12000013,Na h-Eileanan Siar,2024,66,male,184
S12000013,Na h-Eileanan Siar,2024,67,male,208
S12000013,Na h-Eileanan Siar,2024,68,male,178
S12000013,Na h-Eileanan Siar,2024,69,male,206
S12000013,Na h-Eileanan Siar,2024,70,male,179
S12000013,Na h-Eileanan Siar,2024,71,male,195
S12000013,Na h-Eileanan Siar,2024,72,male,162
S12000013,Na h-Eileanan Siar,2024,73,male,142
S12000013,Na h-Eileanan Siar,2024,74,male,180
S12000013,Na h-Eileanan Siar,2024,75,male,150
S12000013,Na h-Eileanan Siar,2024,76,male,171
S12000013,Na h-Eileanan Siar,2024,77,male,172
S12000013,Na h-Eileanan Siar,2024,78,male,101
S12000013,Na h-Eileanan Siar,2024,79,male,109
S12000013,Na h-Eileanan Siar,2024,80,male,114
S12000013,Na h-Eileanan Siar,2024,81,male,97
S12000013,Na h-Eileanan Siar,2024,82,male,91
S12000013,Na h-Eileanan Siar,2024,83,male,65
S12000013,Na h-Eileanan Siar,2024,84,male,68
S12000013,Na h-Eileanan Siar,2024,85,male,69
S12000013,Na h-Eileanan Siar,2024,86,male,59
S12000013,Na h-Eileanan Siar,2024,87,male,46
S12000013,Na h-Eileanan Siar,2024,88,male,27
S12000013,Na h-Eileanan Siar,2024,89,male,26
S12000013,Na h-Eileanan Siar,2024,90,male,113
S12000014,Falkirk,2024,0,all,1331
S12000014,Falkirk,2024,1,all,1433
S12000014,Falkirk,2024,2,all,1514
S12000014,Falkirk,2024,3,all,1509
S12000014,Falkirk,2024,4,all,1427
S12000014,Falkirk,2024,5,all,1651
S12000014,Falkirk,2024,6,all,1622
S12000014,Falkirk,2024,7,all,1562
S12000014,Falkirk,2024,8,all,1752
S12000014,Falkirk,2024,9,all,1731
S12000014,Falkirk,2024,10,all,1718
S12000014,Falkirk,2024,11,all,1727
S12000014,Falkirk,2024,12,all,1873
S12000014,Falkirk,2024,13,all,1912
S12000014,Falkirk,2024,14,all,1981
S12000014,Falkirk,2024,15,all,1962
S12000014,Falkirk,2024,16,all,1921
S12000014,Falkirk,2024,17,all,1902
S12000014,Falkirk,2024,18,all,1758
S12000014,Falkirk,2024,19,all,1678
S12000014,Falkirk,2024,20,all,1603
S12000014,Falkirk,2024,21,all,1553
S12000014,Falkirk,2024,22,all,1494
S12000014,Falkirk,2024,23,all,1612
S12000014,Falkirk,2024,24,all,1710
S12000014,Falkirk,2024,25,all,1732
S12000014,Falkirk,2024,26,all,1826
S12000014,Falkirk,2024,27,all,1903
S12000014,Falkirk,2024,28,all,1810
S12000014,Falkirk,2024,29,all,1871
S12000014,Falkirk,2024,30,all,1961
S12000014,Falkirk,2024,31,all,2127
S12000014,Falkirk,2024,32,all,2183
S12000014,Falkirk,2024,33,all,2169
S12000014,Falkirk,2024,34,all,2070
S12000014,Falkirk,2024,35,all,2028
S12000014,Falkirk,2024,36,all,2126
S12000014,Falkirk,2024,37,all,1991
S12000014,Falkirk,2024,38,all,1999
S12000014,Falkirk,2024,39,all,2095
S12000014,Falkirk,2024,40,all,1972
S12000014,Falkirk,2024,41,all,2174
S12000014,Falkirk,2024,42,all,2181
S12000014,Falkirk,2024,43,all,2127
S12000014,Falkirk,2024,44,all,2002
S12000014,Falkirk,2024,45,all,2080
S12000014,Falkirk,2024,46,all,1881
S12000014,Falkirk,2024,47,all,1940
S12000014,Falkirk,2024,48,all,1993
S12000014,Falkirk,2024,49,all,2141
S12000014,Falkirk,2024,50,all,2208
S12000014,Falkirk,2024,51,all,2291
S12000014,Falkirk,2024,52,all,2394
S12000014,Falkirk,2024,53,all,2418
S12000014,Falkirk,2024,54,all,2438
S12000014,Falkirk,2024,55,all,2464
S12000014,Falkirk,2024,56,all,2519
S12000014,Falkirk,2024,57,all,2545
S12000014,Falkirk,2024,58,all,2430
S12000014,Falkirk,2024,59,all,2455
S12000014,Falkirk,2024,60,all,2419
S12000014,Falkirk,2024,61,all,2427
S12000014,Falkirk,2024,62,all,2329
S12000014,Falkirk,2024,63,all,2218
S12000014,Falkirk,2024,64,all,2108
S12000014,Falkirk,2024,65,all,2025
S12000014,Falkirk,2024,66,all,1974
S12000014,Falkirk,2024,67,all,1864
S12000014,Falkirk,2024,68,all,1828
S12000014,Falkirk,2024,69,all,1699
S12000014,Falkirk,2024,70,all,1627
S12000014,Falkirk,2024,71,all,1631
S12000014,Falkirk,2024,72,all,1520
S12000014,Falkirk,2024,73,all,1610
S12000014,Falkirk,2024,74,all,1560
S12000014,Falkirk,2024,75,all,1562
S12000014,Falkirk,2024,76,all,1556
S12000014,Falkirk,2024,77,all,1621
S12000014,Falkirk,2024,78,all,1161
S12000014,Falkirk,2024,79,all,1044
S12000014,Falkirk,2024,80,all,1043
S12000014,Falkirk,2024,81,all,973
S12000014,Falkirk,2024,82,all,829
S12000014,Falkirk,2024,83,all,699
S12000014,Falkirk,2024,84,all,662
S12000014,Falkirk,2024,85,all,665
S12000014,Falkirk,2024,86,all,572
S12000014,Falkirk,2024,87,all,498
S12000014,Falkirk,2024,88,all,387
S12000014,Falkirk,2024,89,all,320
S12000014,Falkirk,2024,90,all,1109
S12000014,Falkirk,2024,0,female,667
S12000014,Falkirk,2024,1,female,700
S12000014,Falkirk,2024,2,female,727
S12000014,Falkirk,2024,3,female,732
S12000014,Falkirk,2024,4,female,671
S12000014,Falkirk,2024,5,female,796
S12000014,Falkirk,2024,6,female,798
S12000014,Falkirk,2024,7,female,784
S12000014,Falkirk,2024,8,female,796
S12000014,Falkirk,2024,9,female,830
S12000014,Falkirk,2024,10,female,848
S12000014,Falkirk,2024,11,female,842
S12000014,Falkirk,2024,12,female,908
S12000014,Falkirk,2024,13,female,875
S12000014,Falkirk,2024,14,female,993
S12000014,Falkirk,2024,15,female,996
S12000014,Falkirk,2024,16,female,976
S12000014,Falkirk,2024,17,female,909
S12000014,Falkirk,2024,18,female,852
S12000014,Falkirk,2024,19,female,776
S12000014,Falkirk,2024,20,female,719
S12000014,Falkirk,2024,21,female,721
S12000014,Falkirk,2024,22,female,709
S12000014,Falkirk,2024,23,female,803
S12000014,Falkirk,2024,24,female,805
S12000014,Falkirk,2024,25,female,894
S12000014,Falkirk,2024,26,female,901
S12000014,Falkirk,2024,27,female,958
S12000014,Falkirk,2024,28,female,923
S12000014,Falkirk,2024,29,female,956
S12000014,Falkirk,2024,30,female,1062
S12000014,Falkirk,2024,31,female,1120
S12000014,Falkirk,2024,32,female,1111
S12000014,Falkirk,2024,33,female,1139
S12000014,Falkirk,2024,34,female,1089
S12000014,Falkirk,2024,35,female,1037
S12000014,Falkirk,2024,36,female,1107
S12000014,Falkirk,2024,37,female,1029
S12000014,Falkirk,2024,38,female,1073
S12000014,Falkirk,2024,39,female,1117
S12000014,Falkirk,2024,40,female,1010
S12000014,Falkirk,2024,41,female,1189
S12000014,Falkirk,2024,42,female,1159
S12000014,Falkirk,2024,43,female,1120
S12000014,Falkirk,2024,44,female,1002
S12000014,Falkirk,2024,45,female,1065
S12000014,Falkirk,2024,46,female,976
S12000014,Falkirk,2024,47,female,989
S12000014,Falkirk,2024,48,female,1052
S12000014,Falkirk,2024,49,female,1079
S12000014,Falkirk,2024,50,female,1151
S12000014,Falkirk,2024,51,female,1194
S12000014,Falkirk,2024,52,female,1237
S12000014,Falkirk,2024,53,female,1255
S12000014,Falkirk,2024,54,female,1203
S12000014,Falkirk,2024,55,female,1291
S12000014,Falkirk,2024,56,female,1341
S12000014,Falkirk,2024,57,female,1325
S12000014,Falkirk,2024,58,female,1235
S12000014,Falkirk,2024,59,female,1218
S12000014,Falkirk,2024,60,female,1226
S12000014,Falkirk,2024,61,female,1220
S12000014,Falkirk,2024,62,female,1207
S12000014,Falkirk,2024,63,female,1146
S12000014,Falkirk,2024,64,female,1082
S12000014,Falkirk,2024,65,female,1029
S12000014,Falkirk,2024,66,female,1010
S12000014,Falkirk,2024,67,female,957
S12000014,Falkirk,2024,68,female,984
S12000014,Falkirk,2024,69,female,926
S12000014,Falkirk,2024,70,female,862
S12000014,Falkirk,2024,71,female,853
S12000014,Falkirk,2024,72,female,811
S12000014,Falkirk,2024,73,female,892
S12000014,Falkirk,2024,74,female,834
S12000014,Falkirk,2024,75,female,835
S12000014,Falkirk,2024,76,female,829
S12000014,Falkirk,2024,77,female,835
S12000014,Falkirk,2024,78,female,625
S12000014,Falkirk,2024,79,female,593
S12000014,Falkirk,2024,80,female,582
S12000014,Falkirk,2024,81,female,540
S12000014,Falkirk,2024,82,female,488
S12000014,Falkirk,2024,83,female,412
S12000014,Falkirk,2024,84,female,400
S12000014,Falkirk,2024,85,female,415
S12000014,Falkirk,2024,86,female,355
S12000014,Falkirk,2024,87,female,313
S12000014,Falkirk,2024,88,female,239
S12000014,Falkirk,2024,89,female,207
S12000014,Falkirk,2024,90,female,709
S12000014,Falkirk,2024,0,male,664
S12000014,Falkirk,2024,1,male,733
S12000014,Falkirk,2024,2,male,787
S12000014,Falkirk,2024,3,male,777
S12000014,Falkirk,2024,4,male,756
S12000014,Falkirk,2024,5,male,855
S12000014,Falkirk,2024,6,male,824
S12000014,Falkirk,2024,7,male,778
S12000014,Falkirk,2024,8,male,956
S12000014,Falkirk,2024,9,male,901
S12000014,Falkirk,2024,10,male,870
S12000014,Falkirk,2024,11,male,885
S12000014,Falkirk,2024,12,male,965
S12000014,Falkirk,2024,13,male,1037
S12000014,Falkirk,2024,14,male,988
S12000014,Falkirk,2024,15,male,966
S12000014,Falkirk,2024,16,male,945
S12000014,Falkirk,2024,17,male,993
S12000014,Falkirk,2024,18,male,906
S12000014,Falkirk,2024,19,male,902
S12000014,Falkirk,2024,20,male,884
S12000014,Falkirk,2024,21,male,832
S12000014,Falkirk,2024,22,male,785
S12000014,Falkirk,2024,23,male,809
S12000014,Falkirk,2024,24,male,905
S12000014,Falkirk,2024,25,male,838
S12000014,Falkirk,2024,26,male,925
S12000014,Falkirk,2024,27,male,945
S12000014,Falkirk,2024,28,male,887
S12000014,Falkirk,2024,29,male,915
S12000014,Falkirk,2024,30,male,899
S12000014,Falkirk,2024,31,male,1007
S12000014,Falkirk,2024,32,male,1072
S12000014,Falkirk,2024,33,male,1030
S12000014,Falkirk,2024,34,male,981
S12000014,Falkirk,2024,35,male,991
S12000014,Falkirk,2024,36,male,1019
S12000014,Falkirk,2024,37,male,962
S12000014,Falkirk,2024,38,male,926
S12000014,Falkirk,2024,39,male,978
S12000014,Falkirk,2024,40,male,962
S12000014,Falkirk,2024,41,male,985
S12000014,Falkirk,2024,42,male,1022
S12000014,Falkirk,2024,43,male,1007
S12000014,Falkirk,2024,44,male,1000
S12000014,Falkirk,2024,45,male,1015
S12000014,Falkirk,2024,46,male,905
S12000014,Falkirk,2024,47,male,951
S12000014,Falkirk,2024,48,male,941
S12000014,Falkirk,2024,49,male,1062
S12000014,Falkirk,2024,50,male,1057
S12000014,Falkirk,2024,51,male,1097
S12000014,Falkirk,2024,52,male,1157
S12000014,Falkirk,2024,53,male,1163
S12000014,Falkirk,2024,54,male,1235
S12000014,Falkirk,2024,55,male,1173
S12000014,Falkirk,2024,56,male,1178
S12000014,Falkirk,2024,57,male,1220
S12000014,Falkirk,2024,58,male,1195
S12000014,Falkirk,2024,59,male,1237
S12000014,Falkirk,2024,60,male,1193
S12000014,Falkirk,2024,61,male,1207
S12000014,Falkirk,2024,62,male,1122
S12000014,Falkirk,2024,63,male,1072
S12000014,Falkirk,2024,64,male,1026
S12000014,Falkirk,2024,65,male,996
S12000014,Falkirk,2024,66,male,964
S12000014,Falkirk,2024,67,male,907
S12000014,Falkirk,2024,68,male,844
S12000014,Falkirk,2024,69,male,773
S12000014,Falkirk,2024,70,male,765
S12000014,Falkirk,2024,71,male,778
S12000014,Falkirk,2024,72,male,709
S12000014,Falkirk,2024,73,male,718
S12000014,Falkirk,2024,74,male,726
S12000014,Falkirk,2024,75,male,727
S12000014,Falkirk,2024,76,male,727
S12000014,Falkirk,2024,77,male,786
S12000014,Falkirk,2024,78,male,536
S12000014,Falkirk,2024,79,male,451
S12000014,Falkirk,2024,80,male,461
S12000014,Falkirk,2024,81,male,433
S12000014,Falkirk,2024,82,male,341
S12000014,Falkirk,2024,83,male,287
S12000014,Falkirk,2024,84,male,262
S12000014,Falkirk,2024,85,male,250
S12000014,Falkirk,2024,86,male,217
S12000014,Falkirk,2024,87,male,185
S12000014,Falkirk,2024,88,male,148
S12000014,Falkirk,2024,89,male,113
S12000014,Falkirk,2024,90,male,400
S12000017,Highland,2024,0,all,1847
S12000017,Highland,2024,1,all,1887
S12000017,Highland,2024,2,all,2046
S12000017,Highland,2024,3,all,1928
S12000017,Highland,2024,4,all,2007
S12000017,Highland,2024,5,all,2169
S12000017,Highland,2024,6,all,2158
S12000017,Highland,2024,7,all,2198
S12000017,Highland,2024,8,all,2477
S12000017,Highland,2024,9,all,2553
S12000017,Highland,2024,10,all,2406
S12000017,Highland,2024,11,all,2452
S12000017,Highland,2024,12,all,2626
S12000017,Highland,2024,13,all,2610
S12000017,Highland,2024,14,all,2676
S12000017,Highland,2024,15,all,2700
S12000017,Highland,2024,16,all,2656
S12000017,Highland,2024,17,all,2587
S12000017,Highland,2024,18,all,2498
S12000017,Highland,2024,19,all,2246
S12000017,Highland,2024,20,all,2011
S12000017,Highland,2024,21,all,1845
S12000017,Highland,2024,22,all,1981
S12000017,Highland,2024,23,all,2022
S12000017,Highland,2024,24,all,2193
S12000017,Highland,2024,25,all,2191
S12000017,Highland,2024,26,all,2272
S12000017,Highland,2024,27,all,2268
S12000017,Highland,2024,28,all,2282
S12000017,Highland,2024,29,all,2421
S12000017,Highland,2024,30,all,2543
S12000017,Highland,2024,31,all,2564
S12000017,Highland,2024,32,all,2752
S12000017,Highland,2024,33,all,2751
S12000017,Highland,2024,34,all,2665
S12000017,Highland,2024,35,all,2731
S12000017,Highland,2024,36,all,2780
S12000017,Highland,2024,37,all,2817
S12000017,Highland,2024,38,all,2844
S12000017,Highland,2024,39,all,2848
S12000017,Highland,2024,40,all,2854
S12000017,Highland,2024,41,all,2826
S12000017,Highland,2024,42,all,2956
S12000017,Highland,2024,43,all,3073
S12000017,Highland,2024,44,all,2989
S12000017,Highland,2024,45,all,2851
S12000017,Highland,2024,46,all,2598
S12000017,Highland,2024,47,all,2667
S12000017,Highland,2024,48,all,2934
S12000017,Highland,2024,49,all,2880
S12000017,Highland,2024,50,all,2940
S12000017,Highland,2024,51,all,3145
S12000017,Highland,2024,52,all,3393
S12000017,Highland,2024,53,all,3526
S12000017,Highland,2024,54,all,3613
S12000017,Highland,2024,55,all,3645
S12000017,Highland,2024,56,all,3882
S12000017,Highland,2024,57,all,3805
S12000017,Highland,2024,58,all,3877
S12000017,Highland,2024,59,all,4057
S12000017,Highland,2024,60,all,4135
S12000017,Highland,2024,61,all,3844
S12000017,Highland,2024,62,all,3672
S12000017,Highland,2024,63,all,3707
S12000017,Highland,2024,64,all,3507
S12000017,Highland,2024,65,all,3525
S12000017,Highland,2024,66,all,3457
S12000017,Highland,2024,67,all,3288
S12000017,Highland,2024,68,all,3195
S12000017,Highland,2024,69,all,3074
S12000017,Highland,2024,70,all,3076
S12000017,Highland,2024,71,all,3066
S12000017,Highland,2024,72,all,2877
S12000017,Highland,2024,73,all,2761
S12000017,Highland,2024,74,all,2783
S12000017,Highland,2024,75,all,2779
S12000017,Highland,2024,76,all,2858
S12000017,Highland,2024,77,all,2792
S12000017,Highland,2024,78,all,2119
S12000017,Highland,2024,79,all,1936
S12000017,Highland,2024,80,all,1968
S12000017,Highland,2024,81,all,1850
S12000017,Highland,2024,82,all,1579
S12000017,Highland,2024,83,all,1315
S12000017,Highland,2024,84,all,1268
S12000017,Highland,2024,85,all,1118
S12000017,Highland,2024,86,all,1033
S12000017,Highland,2024,87,all,903
S12000017,Highland,2024,88,all,733
S12000017,Highland,2024,89,all,678
S12000017,Highland,2024,90,all,2375
S12000017,Highland,2024,0,female,898
S12000017,Highland,2024,1,female,891
S12000017,Highland,2024,2,female,1000
S12000017,Highland,2024,3,female,920
S12000017,Highland,2024,4,female,983
S12000017,Highland,2024,5,female,1041
S12000017,Highland,2024,6,female,1073
S12000017,Highland,2024,7,female,1025
S12000017,Highland,2024,8,female,1220
S12000017,Highland,2024,9,female,1259
S12000017,Highland,2024,10,female,1150
S12000017,Highland,2024,11,female,1237
S12000017,Highland,2024,12,female,1261
S12000017,Highland,2024,13,female,1260
S12000017,Highland,2024,14,female,1332
S12000017,Highland,2024,15,female,1284
S12000017,Highland,2024,16,female,1295
S12000017,Highland,2024,17,female,1243
S12000017,Highland,2024,18,female,1186
S12000017,Highland,2024,19,female,1044
S12000017,Highland,2024,20,female,959
S12000017,Highland,2024,21,female,847
S12000017,Highland,2024,22,female,928
S12000017,Highland,2024,23,female,905
S12000017,Highland,2024,24,female,1020
S12000017,Highland,2024,25,female,1031
S12000017,Highland,2024,26,female,1096
S12000017,Highland,2024,27,female,1139
S12000017,Highland,2024,28,female,1190
S12000017,Highland,2024,29,female,1211
S12000017,Highland,2024,30,female,1246
S12000017,Highland,2024,31,female,1326
S12000017,Highland,2024,32,female,1428
S12000017,Highland,2024,33,female,1368
S12000017,Highland,2024,34,female,1345
S12000017,Highland,2024,35,female,1408
S12000017,Highland,2024,36,female,1413
S12000017,Highland,2024,37,female,1433
S12000017,Highland,2024,38,female,1476
S12000017,Highland,2024,39,female,1473
S12000017,Highland,2024,40,female,1464
S12000017,Highland,2024,41,female,1469
S12000017,Highland,2024,42,female,1560
S12000017,Highland,2024,43,female,1544
S12000017,Highland,2024,44,female,1564
S12000017,Highland,2024,45,female,1436
S12000017,Highland,2024,46,female,1341
S12000017,Highland,2024,47,female,1410
S12000017,Highland,2024,48,female,1461
S12000017,Highland,2024,49,female,1464
S12000017,Highland,2024,50,female,1549
S12000017,Highland,2024,51,female,1645
S12000017,Highland,2024,52,female,1786
S12000017,Highland,2024,53,female,1812
S12000017,Highland,2024,54,female,1913
S12000017,Highland,2024,55,female,1925
S12000017,Highland,2024,56,female,1970
S12000017,Highland,2024,57,female,1940
S12000017,Highland,2024,58,female,1977
S12000017,Highland,2024,59,female,2117
S12000017,Highland,2024,60,female,2194
S12000017,Highland,2024,61,female,1924
S12000017,Highland,2024,62,female,1820
S12000017,Highland,2024,63,female,1911
S12000017,Highland,2024,64,female,1785
S12000017,Highland,2024,65,female,1825
S12000017,Highland,2024,66,female,1795
S12000017,Highland,2024,67,female,1642
S12000017,Highland,2024,68,female,1614
S12000017,Highland,2024,69,female,1582
S12000017,Highland,2024,70,female,1564
S12000017,Highland,2024,71,female,1633
S12000017,Highland,2024,72,female,1479
S12000017,Highland,2024,73,female,1441
S12000017,Highland,2024,74,female,1431
S12000017,Highland,2024,75,female,1401
S12000017,Highland,2024,76,female,1462
S12000017,Highland,2024,77,female,1466
S12000017,Highland,2024,78,female,1118
S12000017,Highland,2024,79,female,1025
S12000017,Highland,2024,80,female,1042
S12000017,Highland,2024,81,female,1022
S12000017,Highland,2024,82,female,880
S12000017,Highland,2024,83,female,757
S12000017,Highland,2024,84,female,748
S12000017,Highland,2024,85,female,648
S12000017,Highland,2024,86,female,663
S12000017,Highland,2024,87,female,529
S12000017,Highland,2024,88,female,469
S12000017,Highland,2024,89,female,424
S12000017,Highland,2024,90,female,1569
S12000017,Highland,2024,0,male,949
S12000017,Highland,2024,1,male,996
S12000017,Highland,2024,2,male,1046
S12000017,Highland,2024,3,male,1008
S12000017,Highland,2024,4,male,1024
S12000017,Highland,2024,5,male,1128
S12000017,Highland,2024,6,male,1085
S12000017,Highland,2024,7,male,1173
S12000017,Highland,2024,8,male,1257
S12000017,Highland,2024,9,male,1294
S12000017,Highland,2024,10,male,1256
S12000017,Highland,2024,11,male,1215
S12000017,Highland,2024,12,male,1365
S12000017,Highland,2024,13,male,1350
S12000017,Highland,2024,14,male,1344
S12000017,Highland,2024,15,male,1416
S12000017,Highland,2024,16,male,1361
S12000017,Highland,2024,17,male,1344
S12000017,Highland,2024,18,male,1312
S12000017,Highland,2024,19,male,1202
S12000017,Highland,2024,20,male,1052
S12000017,Highland,2024,21,male,998
S12000017,Highland,2024,22,male,1053
S12000017,Highland,2024,23,male,1117
S12000017,Highland,2024,24,male,1173
S12000017,Highland,2024,25,male,1160
S12000017,Highland,2024,26,male,1176
S12000017,Highland,2024,27,male,1129
S12000017,Highland,2024,28,male,1092
S12000017,Highland,2024,29,male,1210
S12000017,Highland,2024,30,male,1297
S12000017,Highland,2024,31,male,1238
S12000017,Highland,2024,32,male,1324
S12000017,Highland,2024,33,male,1383
S12000017,Highland,2024,34,male,1320
S12000017,Highland,2024,35,male,1323
S12000017,Highland,2024,36,male,1367
S12000017,Highland,2024,37,male,1384
S12000017,Highland,2024,38,male,1368
S12000017,Highland,2024,39,male,1375
S12000017,Highland,2024,40,male,1390
S12000017,Highland,2024,41,male,1357
S12000017,Highland,2024,42,male,1396
S12000017,Highland,2024,43,male,1529
S12000017,Highland,2024,44,male,1425
S12000017,Highland,2024,45,male,1415
S12000017,Highland,2024,46,male,1257
S12000017,Highland,2024,47,male,1257
S12000017,Highland,2024,48,male,1473
S12000017,Highland,2024,49,male,1416
S12000017,Highland,2024,50,male,1391
S12000017,Highland,2024,51,male,1500
S12000017,Highland,2024,52,male,1607
S12000017,Highland,2024,53,male,1714
S12000017,Highland,2024,54,male,1700
S12000017,Highland,2024,55,male,1720
S12000017,Highland,2024,56,male,1912
S12000017,Highland,2024,57,male,1865
S12000017,Highland,2024,58,male,1900
S12000017,Highland,2024,59,male,1940
S12000017,Highland,2024,60,male,1941
S12000017,Highland,2024,61,male,1920
S12000017,Highland,2024,62,male,1852
S12000017,Highland,2024,63,male,1796
S12000017,Highland,2024,64,male,1722
S12000017,Highland,2024,65,male,1700
S12000017,Highland,2024,66,male,1662
S12000017,Highland,2024,67,male,1646
S12000017,Highland,2024,68,male,1581
S12000017,Highland,2024,69,male,1492
S12000017,Highland,2024,70,male,1512
S12000017,Highland,2024,71,male,1433
S12000017,Highland,2024,72,male,1398
S12000017,Highland,2024,73,male,1320
S12000017,Highland,2024,74,male,1352
S12000017,Highland,2024,75,male,1378
S12000017,Highland,2024,76,male,1396
S12000017,Highland,2024,77,male,1326
S12000017,Highland,2024,78,male,1001
S12000017,Highland,2024,79,male,911
S12000017,Highland,2024,80,male,926
S12000017,Highland,2024,81,male,828
S12000017,Highland,2024,82,male,699
S12000017,Highland,2024,83,male,558
S12000017,Highland,2024,84,male,520
S12000017,Highland,2024,85,male,470
S12000017,Highland,2024,86,male,370
S12000017,Highland,2024,87,male,374
S12000017,Highland,2024,88,male,264
S12000017,Highland,2024,89,male,254
S12000017,Highland,2024,90,male,806
S12000018,Inverclyde,2024,0,all,630
S12000018,Inverclyde,2024,1,all,663
S12000018,Inverclyde,2024,2,all,720
S12000018,Inverclyde,2024,3,all,627
S12000018,Inverclyde,2024,4,all,657
S12000018,Inverclyde,2024,5,all,768
S12000018,Inverclyde,2024,6,all,733
S12000018,Inverclyde,2024,7,all,769
S12000018,Inverclyde,2024,8,all,756
S12000018,Inverclyde,2024,9,all,793
S12000018,Inverclyde,2024,10,all,782
S12000018,Inverclyde,2024,11,all,859
S12000018,Inverclyde,2024,12,all,831
S12000018,Inverclyde,2024,13,all,852
S12000018,Inverclyde,2024,14,all,875
S12000018,Inverclyde,2024,15,all,840
S12000018,Inverclyde,2024,16,all,879
S12000018,Inverclyde,2024,17,all,845
S12000018,Inverclyde,2024,18,all,809
S12000018,Inverclyde,2024,19,all,823
S12000018,Inverclyde,2024,20,all,793
S12000018,Inverclyde,2024,21,all,754
S12000018,Inverclyde,2024,22,all,726
S12000018,Inverclyde,2024,23,all,790
S12000018,Inverclyde,2024,24,all,871
S12000018,Inverclyde,2024,25,all,860
S12000018,Inverclyde,2024,26,all,743
S12000018,Inverclyde,2024,27,all,929
S12000018,Inverclyde,2024,28,all,867
S12000018,Inverclyde,2024,29,all,965
S12000018,Inverclyde,2024,30,all,876
S12000018,Inverclyde,2024,31,all,807
S12000018,Inverclyde,2024,32,all,975
S12000018,Inverclyde,2024,33,all,983
S12000018,Inverclyde,2024,34,all,987
S12000018,Inverclyde,2024,35,all,887
S12000018,Inverclyde,2024,36,all,984
S12000018,Inverclyde,2024,37,all,906
S12000018,Inverclyde,2024,38,all,1016
S12000018,Inverclyde,2024,39,all,904
S12000018,Inverclyde,2024,40,all,911
S12000018,Inverclyde,2024,41,all,958
S12000018,Inverclyde,2024,42,all,965
S12000018,Inverclyde,2024,43,all,940
S12000018,Inverclyde,2024,44,all,928
S12000018,Inverclyde,2024,45,all,933
S12000018,Inverclyde,2024,46,all,832
S12000018,Inverclyde,2024,47,all,864
S12000018,Inverclyde,2024,48,all,861
S12000018,Inverclyde,2024,49,all,945
S12000018,Inverclyde,2024,50,all,899
S12000018,Inverclyde,2024,51,all,1025
S12000018,Inverclyde,2024,52,all,1063
S12000018,Inverclyde,2024,53,all,1123
S12000018,Inverclyde,2024,54,all,1137
S12000018,Inverclyde,2024,55,all,1185
S12000018,Inverclyde,2024,56,all,1285
S12000018,Inverclyde,2024,57,all,1347
S12000018,Inverclyde,2024,58,all,1329
S12000018,Inverclyde,2024,59,all,1308
S12000018,Inverclyde,2024,60,all,1372
S12000018,Inverclyde,2024,61,all,1422
S12000018,Inverclyde,2024,62,all,1381
S12000018,Inverclyde,2024,63,all,1273
S12000018,Inverclyde,2024,64,all,1292
S12000018,Inverclyde,2024,65,all,1249
S12000018,Inverclyde,2024,66,all,1104
S12000018,Inverclyde,2024,67,all,1057
S12000018,Inverclyde,2024,68,all,1048
S12000018,Inverclyde,2024,69,all,990
S12000018,Inverclyde,2024,70,all,936
S12000018,Inverclyde,2024,71,all,909
S12000018,Inverclyde,2024,72,all,875
S12000018,Inverclyde,2024,73,all,916
S12000018,Inverclyde,2024,74,all,828
S12000018,Inverclyde,2024,75,all,841
