council_area_code,council_area_name,year,age,sex,population
S12000005,Clackmannanshire,2024,48,all,632
S12000005,Clackmannanshire,2024,49,all,664
S12000005,Clackmannanshire,2024,50,all,619
S12000005,Clackmannanshire,2024,51,all,778
S12000005,Clackmannanshire,2024,52,all,763
S12000005,Clackmannanshire,2024,53,all,783
S12000005,Clackmannanshire,2024,54,all,838
S12000005,Clackmannanshire,2024,55,all,837
S12000005,Clackmannanshire,2024,56,all,854
S12000005,Clackmannanshire,2024,57,all,862
S12000005,Clackmannanshire,2024,58,all,769
S12000005,Clackmannanshire,2024,59,all,879
S12000005,Clackmannanshire,2024,60,all,854
S12000005,Clackmannanshire,2024,61,all,824
S12000005,Clackmannanshire,2024,62,all,791
S12000005,Clackmannanshire,2024,63,all,743
S12000005,Clackmannanshire,2024,64,all,720
S12000005,Clackmannanshire,2024,65,all,717
S12000005,Clackmannanshire,2024,66,all,641
S12000005,Clackmannanshire,2024,67,all,651
S12000005,Clackmannanshire,2024,68,all,594
S12000005,Clackmannanshire,2024,69,all,649
S12000005,Clackmannanshire,2024,70,all,615
S12000005,Clackmannanshire,2024,71,all,581
S12000005,Clackmannanshire,2024,72,all,555
S12000005,Clackmannanshire,2024,73,all,549
S12000005,Clackmannanshire,2024,74,all,553
S12000005,Clackmannanshire,2024,75,all,572
S12000005,Clackmannanshire,2024,76,all,568
S12000005,Clackmannanshire,2024,77,all,580
S12000005,Clackmannanshire,2024,78,all,408
S12000005,Clackmannanshire,2024,79,all,431
S12000005,Clackmannanshire,2024,80,all,378
S12000005,Clackmannanshire,2024,81,all,338
S12000005,Clackmannanshire,2024,82,all,262
S12000005,Clackmannanshire,2024,83,all,252
S12000005,Clackmannanshire,2024,84,all,197
S12000005,Clackmannanshire,2024,85,all,197
S12000005,Clackmannanshire,2024,86,all,170
S12000005,Clackmannanshire,2024,87,all,156
S12000005,Clackmannanshire,2024,88,all,143
S12000005,Clackmannanshire,2024,89,all,82
S12000005,Clackmannanshire,2024,90,all,308
S12000005,Clackmannanshire,2024,0,female,224
S12000005,Clackmannanshire,2024,1,female,216
S12000005,Clackmannanshire,2024,2,female,210
S12000005,Clackmannanshire,2024,3,female,229
S12000005,Clackmannanshire,2024,4,female,224
S12000005,Clackmannanshire,2024,5,female,201
S12000005,Clackmannanshire,2024,6,female,247
S12000005,Clackmannanshire,2024,7,female,269
S12000005,Clackmannanshire,2024,8,female,249
S12000005,Clackmannanshire,2024,9,female,262
S12000005,Clackmannanshire,2024,10,female,249
S12000005,Clackmannanshire,2024,11,female,294
S12000005,Clackmannanshire,2024,12,female,308
S12000005,Clackmannanshire,2024,13,female,318
S12000005,Clackmannanshire,2024,14,female,327
S12000005,Clackmannanshire,2024,15,female,314
S12000005,Clackmannanshire,2024,16,female,324
S12000005,Clackmannanshire,2024,17,female,300
S12000005,Clackmannanshire,2024,18,female,308
S12000005,Clackmannanshire,2024,19,female,249
S12000005,Clackmannanshire,2024,20,female,236
S12000005,Clackmannanshire,2024,21,female,214
S12000005,Clackmannanshire,2024,22,female,208
S12000005,Clackmannanshire,2024,23,female,260
S12000005,Clackmannanshire,2024,24,female,272
S12000005,Clackmannanshire,2024,25,female,274
S12000005,Clackmannanshire,2024,26,female,273
S12000005,Clackmannanshire,2024,27,female,298
S12000005,Clackmannanshire,2024,28,female,301
S12000005,Clackmannanshire,2024,29,female,300
S12000005,Clackmannanshire,2024,30,female,282
S12000005,Clackmannanshire,2024,31,female,316
S12000005,Clackmannanshire,2024,32,female,353
S12000005,Clackmannanshire,2024,33,female,362
S12000005,Clackmannanshire,2024,34,female,347
S12000005,Clackmannanshire,2024,35,female,303
S12000005,Clackmannanshire,2024,36,female,332
S12000005,Clackmannanshire,2024,37,female,341
S12000005,Clackmannanshire,2024,38,female,292
S12000005,Clackmannanshire,2024,39,female,342
S12000005,Clackmannanshire,2024,40,female,294
S12000005,Clackmannanshire,2024,41,female,317
S12000005,Clackmannanshire,2024,42,female,347
S12000005,Clackmannanshire,2024,43,female,329
S12000005,Clackmannanshire,2024,44,female,318
S12000005,Clackmannanshire,2024,45,female,325
S12000005,Clackmannanshire,2024,46,female,324
S12000005,Clackmannanshire,2024,47,female,314
S12000005,Clackmannanshire,2024,48,female,326
S12000005,Clackmannanshire,2024,49,female,331
S12000005,Clackmannanshire,2024,50,female,326
S12000005,Clackmannanshire,2024,51,female,398
S12000005,Clackmannanshire,2024,52,female,396
S12000005,Clackmannanshire,2024,53,female,397
S12000005,Clackmannanshire,2024,54,female,418
S12000005,Clackmannanshire,2024,55,female,411
S12000005,Clackmannanshire,2024,56,female,436
S12000005,Clackmannanshire,2024,57,female,473
S12000005,Clackmannanshire,2024,58,female,410
S12000005,Clackmannanshire,2024,59,female,438
S12000005,Clackmannanshire,2024,60,female,424
S12000005,Clackmannanshire,2024,61,female,437
S12000005,Clackmannanshire,2024,62,female,395
S12000005,Clackmannanshire,2024,63,female,387
S12000005,Clackmannanshire,2024,64,female,375
S12000005,Clackmannanshire,2024,65,female,363
S12000005,Clackmannanshire,2024,66,female,351
S12000005,Clackmannanshire,2024,67,female,339
S12000005,Clackmannanshire,2024,68,female,322
S12000005,Clackmannanshire,2024,69,female,349
S12000005,Clackmannanshire,2024,70,female,333
S12000005,Clackmannanshire,2024,71,female,294
S12000005,Clackmannanshire,2024,72,female,271
S12000005,Clackmannanshire,2024,73,female,306
S12000005,Clackmannanshire,2024,74,female,290
S12000005,Clackmannanshire,2024,75,female,286
S12000005,Clackmannanshire,2024,76,female,311
S12000005,Clackmannanshire,2024,77,female,304
S12000005,Clackmannanshire,2024,78,female,200
S12000005,Clackmannanshire,2024,79,female,244
S12000005,Clackmannanshire,2024,80,female,218
S12000005,Clackmannanshire,2024,81,female,198
S12000005,Clackmannanshire,2024,82,female,159
S12000005,Clackmannanshire,2024,83,female,148
S12000005,Clackmannanshire,2024,84,female,111
S12000005,Clackmannanshire,2024,85,female,118
S12000005,Clackmannanshire,2024,86,female,93
S12000005,Clackmannanshire,2024,87,female,93
S12000005,Clackmannanshire,2024,88,female,90
S12000005,Clackmannanshire,2024,89,female,41
S12000005,Clackmannanshire,2024,90,female,204
S12000005,Clackmannanshire,2024,0,male,214
S12000005,Clackmannanshire,2024,1,male,229
S12000005,Clackmannanshire,2024,2,male,265
S12000005,Clackmannanshire,2024,3,male,247
S12000005,Clackmannanshire,2024,4,male,230
S12000005,Clackmannanshire,2024,5,male,274
S12000005,Clackmannanshire,2024,6,male,284
S12000005,Clackmannanshire,2024,7,male,252
S12000005,Clackmannanshire,2024,8,male,286
S12000005,Clackmannanshire,2024,9,male,308
S12000005,Clackmannanshire,2024,10,male,282
S12000005,Clackmannanshire,2024,11,male,316
S12000005,Clackmannanshire,2024,12,male,338
S12000005,Clackmannanshire,2024,13,male,303
S12000005,Clackmannanshire,2024,14,male,299
S12000005,Clackmannanshire,2024,15,male,343
S12000005,Clackmannanshire,2024,16,male,360
S12000005,Clackmannanshire,2024,17,male,329
S12000005,Clackmannanshire,2024,18,male,315
S12000005,Clackmannanshire,2024,19,male,280
S12000005,Clackmannanshire,2024,20,male,268
S12000005,Clackmannanshire,2024,21,male,207
S12000005,Clackmannanshire,2024,22,male,238
S12000005,Clackmannanshire,2024,23,male,255
S12000005,Clackmannanshire,2024,24,male,273
S12000005,Clackmannanshire,2024,25,male,257
S12000005,Clackmannanshire,2024,26,male,259
S12000005,Clackmannanshire,2024,27,male,279
S12000005,Clackmannanshire,2024,28,male,269
S12000005,Clackmannanshire,2024,29,male,307
S12000005,Clackmannanshire,2024,30,male,283
S12000005,Clackmannanshire,2024,31,male,344
S12000005,Clackmannanshire,2024,32,male,333
S12000005,Clackmannanshire,2024,33,male,326
S12000005,Clackmannanshire,2024,34,male,296
S12000005,Clackmannanshire,2024,35,male,327
S12000005,Clackmannanshire,2024,36,male,355
S12000005,Clackmannanshire,2024,37,male,313
S12000005,Clackmannanshire,2024,38,male,318
S12000005,Clackmannanshire,2024,39,male,285
S12000005,Clackmannanshire,2024,40,male,327
S12000005,Clackmannanshire,2024,41,male,320
S12000005,Clackmannanshire,2024,42,male,327
S12000005,Clackmannanshire,2024,43,male,303
S12000005,Clackmannanshire,2024,44,male,301
S12000005,Clackmannanshire,2024,45,male,282
S12000005,Clackmannanshire,2024,46,male,272
S12000005,Clackmannanshire,2024,47,male,279
S12000005,Clackmannanshire,2024,48,male,306
S12000005,Clackmannanshire,2024,49,male,333
S12000005,Clackmannanshire,2024,50,male,293
S12000005,Clackmannanshire,2024,51,male,380
S12000005,Clackmannanshire,2024,52,male,367
S12000005,Clackmannanshire,2024,53,male,386
S12000005,Clackmannanshire,2024,54,male,420
S12000005,Clackmannanshire,2024,55,male,426
S12000005,Clackmannanshire,2024,56,male,418
S12000005,Clackmannanshire,2024,57,male,389
S12000005,Clackmannanshire,2024,58,male,359
S12000005,Clackmannanshire,2024,59,male,441
S12000005,Clackmannanshire,2024,60,male,430
S12000005,Clackmannanshire,2024,61,male,387
S12000005,Clackmannanshire,2024,62,male,396
S12000005,Clackmannanshire,2024,63,male,356
S12000005,Clackmannanshire,2024,64,male,345
S12000005,Clackmannanshire,2024,65,male,354
S12000005,Clackmannanshire,2024,66,male,290
S12000005,Clackmannanshire,2024,67,male,312
S12000005,Clackmannanshire,2024,68,male,272
S12000005,Clackmannanshire,2024,69,male,300
S12000005,Clackmannanshire,2024,70,male,282
S12000005,Clackmannanshire,2024,71,male,287
S12000005,Clackmannanshire,2024,72,male,284
S12000005,Clackmannanshire,2024,73,male,243
S12000005,Clackmannanshire,2024,74,male,263
S12000005,Clackmannanshire,2024,75,male,286
S12000005,Clackmannanshire,2024,76,male,257
S12000005,Clackmannanshire,2024,77,male,276
S12000005,Clackmannanshire,2024,78,male,208
S12000005,Clackmannanshire,2024,79,male,187
S12000005,Clackmannanshire,2024,80,male,160
S12000005,Clackmannanshire,2024,81,male,140
S12000005,Clackmannanshire,2024,82,male,103
S12000005,Clackmannanshire,2024,83,male,104
S12000005,Clackmannanshire,2024,84,male,86
S12000005,Clackmannanshire,2024,85,male,79
S12000005,Clackmannanshire,2024,86,male,77
S12000005,Clackmannanshire,2024,87,male,63
S12000005,Clackmannanshire,2024,88,male,53
S12000005,Clackmannanshire,2024,89,male,41
S12000005,Clackmannanshire,2024,90,male,104
S12000006,Dumfries and Galloway,2024,0,all,1110
S12000006,Dumfries and Galloway,2024,1,all,1105
S12000006,Dumfries and Galloway,2024,2,all,1112
S12000006,Dumfries and Galloway,2024,3,all,1173
S12000006,Dumfries and Galloway,2024,4,all,1203
S12000006,Dumfries and Galloway,2024,5,all,1325
S12000006,Dumfries and Galloway,2024,6,all,1290
S12000006,Dumfries and Galloway,2024,7,all,1274
S12000006,Dumfries and Galloway,2024,8,all,1434
S12000006,Dumfries and Galloway,2024,9,all,1390
S12000006,Dumfries and Galloway,2024,10,all,1392
S12000006,Dumfries and Galloway,2024,11,all,1497
S12000006,Dumfries and Galloway,2024,12,all,1512
S12000006,Dumfries and Galloway,2024,13,all,1590
S12000006,Dumfries and Galloway,2024,14,all,1643
S12000006,Dumfries and Galloway,2024,15,all,1567
S12000006,Dumfries and Galloway,2024,16,all,1674
S12000006,Dumfries and Galloway,2024,17,all,1634
S12000006,Dumfries and Galloway,2024,18,all,1622
S12000006,Dumfries and Galloway,2024,19,all,1395
S12000006,Dumfries and Galloway,2024,20,all,1145
S12000006,Dumfries and Galloway,2024,21,all,1092
S12000006,Dumfries and Galloway,2024,22,all,1110
S12000006,Dumfries and Galloway,2024,23,all,1165
S12000006,Dumfries and Galloway,2024,24,all,1250
S12000006,Dumfries and Galloway,2024,25,all,1306
S12000006,Dumfries and Galloway,2024,26,all,1346
S12000006,Dumfries and Galloway,2024,27,all,1355
S12000006,Dumfries and Galloway,2024,28,all,1328
S12000006,Dumfries and Galloway,2024,29,all,1392
S12000006,Dumfries and Galloway,2024,30,all,1335
S12000006,Dumfries and Galloway,2024,31,all,1476
S12000006,Dumfries and Galloway,2024,32,all,1543
S12000006,Dumfries and Galloway,2024,33,all,1505
S12000006,Dumfries and Galloway,2024,34,all,1532
S12000006,Dumfries and Galloway,2024,35,all,1522
S12000006,Dumfries and Galloway,2024,36,all,1607
S12000006,Dumfries and Galloway,2024,37,all,1542
S12000006,Dumfries and Galloway,2024,38,all,1455
S12000006,Dumfries and Galloway,2024,39,all,1529
S12000006,Dumfries and Galloway,2024,40,all,1462
S12000006,Dumfries and Galloway,2024,41,all,1507
S12000006,Dumfries and Galloway,2024,42,all,1561
S12000006,Dumfries and Galloway,2024,43,all,1459
S12000006,Dumfries and Galloway,2024,44,all,1475
S12000006,Dumfries and Galloway,2024,45,all,1503
S12000006,Dumfries and Galloway,2024,46,all,1429
S12000006,Dumfries and Galloway,2024,47,all,1344
S12000006,Dumfries and Galloway,2024,48,all,1525
S12000006,Dumfries and Galloway,2024,49,all,1579
S12000006,Dumfries and Galloway,2024,50,all,1717
S12000006,Dumfries and Galloway,2024,51,all,1753
S12000006,Dumfries and Galloway,2024,52,all,1966
S12000006,Dumfries and Galloway,2024,53,all,2183
S12000006,Dumfries and Galloway,2024,54,all,2179
S12000006,Dumfries and Galloway,2024,55,all,2313
S12000006,Dumfries and Galloway,2024,56,all,2332
S12000006,Dumfries and Galloway,2024,57,all,2431
S12000006,Dumfries and Galloway,2024,58,all,2449
S12000006,Dumfries and Galloway,2024,59,all,2629
S12000006,Dumfries and Galloway,2024,60,all,2678
S12000006,Dumfries and Galloway,2024,61,all,2628
S12000006,Dumfries and Galloway,2024,62,all,2516
S12000006,Dumfries and Galloway,2024,63,all,2486
S12000006,Dumfries and Galloway,2024,64,all,2439
S12000006,Dumfries and Galloway,2024,65,all,2344
S12000006,Dumfries and Galloway,2024,66,all,2342
S12000006,Dumfries and Galloway,2024,67,all,2188
S12000006,Dumfries and Galloway,2024,68,all,2196
S12000006,Dumfries and Galloway,2024,69,all,2139
S12000006,Dumfries and Galloway,2024,70,all,2048
S12000006,Dumfries and Galloway,2024,71,all,1990
S12000006,Dumfries and Galloway,2024,72,all,1949
S12000006,Dumfries and Galloway,2024,73,all,1969
S12000006,Dumfries and Galloway,2024,74,all,1940
S12000006,Dumfries and Galloway,2024,75,all,1934
S12000006,Dumfries and Galloway,2024,76,all,1973
S12000006,Dumfries and Galloway,2024,77,all,2064
S12000006,Dumfries and Galloway,2024,78,all,1544
S12000006,Dumfries and Galloway,2024,79,all,1429
S12000006,Dumfries and Galloway,2024,80,all,1424
S12000006,Dumfries and Galloway,2024,81,all,1273
S12000006,Dumfries and Galloway,2024,82,all,1184
S12000006,Dumfries and Galloway,2024,83,all,1030
S12000006,Dumfries and Galloway,2024,84,all,907
S12000006,Dumfries and Galloway,2024,85,all,825
S12000006,Dumfries and Galloway,2024,86,all,711
S12000006,Dumfries and Galloway,2024,87,all,674
S12000006,Dumfries and Galloway,2024,88,all,590
S12000006,Dumfries and Galloway,2024,89,all,486
S12000006,Dumfries and Galloway,2024,90,all,1687
S12000006,Dumfries and Galloway,2024,0,female,561
S12000006,Dumfries and Galloway,2024,1,female,533
S12000006,Dumfries and Galloway,2024,2,female,534
S12000006,Dumfries and Galloway,2024,3,female,576
S12000006,Dumfries and Galloway,2024,4,female,568
S12000006,Dumfries and Galloway,2024,5,female,656
S12000006,Dumfries and Galloway,2024,6,female,658
S12000006,Dumfries and Galloway,2024,7,female,627
S12000006,Dumfries and Galloway,2024,8,female,685
S12000006,Dumfries and Galloway,2024,9,female,685
S12000006,Dumfries and Galloway,2024,10,female,659
S12000006,Dumfries and Galloway,2024,11,female,718
S12000006,Dumfries and Galloway,2024,12,female,739
S12000006,Dumfries and Galloway,2024,13,female,805
S12000006,Dumfries and Galloway,2024,14,female,802
S12000006,Dumfries and Galloway,2024,15,female,776
S12000006,Dumfries and Galloway,2024,16,female,831
S12000006,Dumfries and Galloway,2024,17,female,775
S12000006,Dumfries and Galloway,2024,18,female,755
S12000006,Dumfries and Galloway,2024,19,female,674
S12000006,Dumfries and Galloway,2024,20,female,538
S12000006,Dumfries and Galloway,2024,21,female,482
S12000006,Dumfries and Galloway,2024,22,female,517
S12000006,Dumfries and Galloway,2024,23,female,580
S12000006,Dumfries and Galloway,2024,24,female,629
S12000006,Dumfries and Galloway,2024,25,female,602
S12000006,Dumfries and Galloway,2024,26,female,691
S12000006,Dumfries and Galloway,2024,27,female,683
S12000006,Dumfries and Galloway,2024,28,female,662
S12000006,Dumfries and Galloway,2024,29,female,731
S12000006,Dumfries and Galloway,2024,30,female,686
S12000006,Dumfries and Galloway,2024,31,female,793
S12000006,Dumfries and Galloway,2024,32,female,827
S12000006,Dumfries and Galloway,2024,33,female,791
S12000006,Dumfries and Galloway,2024,34,female,796
S12000006,Dumfries and Galloway,2024,35,female,789
S12000006,Dumfries and Galloway,2024,36,female,859
S12000006,Dumfries and Galloway,2024,37,female,795
S12000006,Dumfries and Galloway,2024,38,female,760
S12000006,Dumfries and Galloway,2024,39,female,779
S12000006,Dumfries and Galloway,2024,40,female,786
S12000006,Dumfries and Galloway,2024,41,female,815
S12000006,Dumfries and Galloway,2024,42,female,855
S12000006,Dumfries and Galloway,2024,43,female,789
S12000006,Dumfries and Galloway,2024,44,female,784
S12000006,Dumfries and Galloway,2024,45,female,791
S12000006,Dumfries and Galloway,2024,46,female,764
S12000006,Dumfries and Galloway,2024,47,female,685
S12000006,Dumfries and Galloway,2024,48,female,811
S12000006,Dumfries and Galloway,2024,49,female,850
S12000006,Dumfries and Galloway,2024,50,female,905
S12000006,Dumfries and Galloway,2024,51,female,947
S12000006,Dumfries and Galloway,2024,52,female,1019
S12000006,Dumfries and Galloway,2024,53,female,1140
S12000006,Dumfries and Galloway,2024,54,female,1153
S12000006,Dumfries and Galloway,2024,55,female,1238
S12000006,Dumfries and Galloway,2024,56,female,1244
S12000006,Dumfries and Galloway,2024,57,female,1278
S12000006,Dumfries and Galloway,2024,58,female,1230
S12000006,Dumfries and Galloway,2024,59,female,1335
S12000006,Dumfries and Galloway,2024,60,female,1416
S12000006,Dumfries and Galloway,2024,61,female,1362
S12000006,Dumfries and Galloway,2024,62,female,1319
S12000006,Dumfries and Galloway,2024,63,female,1280
S12000006,Dumfries and Galloway,2024,64,female,1256
S12000006,Dumfries and Galloway,2024,65,female,1172
S12000006,Dumfries and Galloway,2024,66,female,1177
S12000006,Dumfries and Galloway,2024,67,female,1124
S12000006,Dumfries and Galloway,2024,68,female,1168
S12000006,Dumfries and Galloway,2024,69,female,1081
S12000006,Dumfries and Galloway,2024,70,female,1027
S12000006,Dumfries and Galloway,2024,71,female,1047
S12000006,Dumfries and Galloway,2024,72,female,1032
S12000006,Dumfries and Galloway,2024,73,female,994
S12000006,Dumfries and Galloway,2024,74,female,1001
S12000006,Dumfries and Galloway,2024,75,female,954
S12000006,Dumfries and Galloway,2024,76,female,1011
S12000006,Dumfries and Galloway,2024,77,female,1119
S12000006,Dumfries and Galloway,2024,78,female,840
S12000006,Dumfries and Galloway,2024,79,female,770
S12000006,Dumfries and Galloway,2024,80,female,774
S12000006,Dumfries and Galloway,2024,81,female,696
S12000006,Dumfries and Galloway,2024,82,female,631
S12000006,Dumfries and Galloway,2024,83,female,565
S12000006,Dumfries and Galloway,2024,84,female,502
S12000006,Dumfries and Galloway,2024,85,female,480
S12000006,Dumfries and Galloway,2024,86,female,374
S12000006,Dumfries and Galloway,2024,87,female,408
S12000006,Dumfries and Galloway,2024,88,female,332
S12000006,Dumfries and Galloway,2024,89,female,296
S12000006,Dumfries and Galloway,2024,90,female,1055
S12000006,Dumfries and Galloway,2024,0,male,549
S12000006,Dumfries and Galloway,2024,1,male,572
S12000006,Dumfries and Galloway,2024,2,male,578
S12000006,Dumfries and Galloway,2024,3,male,597
S12000006,Dumfries and Galloway,2024,4,male,635
S12000006,Dumfries and Galloway,2024,5,male,669
S12000006,Dumfries and Galloway,2024,6,male,632
S12000006,Dumfries and Galloway,2024,7,male,647
S12000006,Dumfries and Galloway,2024,8,male,749
S12000006,Dumfries and Galloway,2024,9,male,705
S12000006,Dumfries and Galloway,2024,10,male,733
S12000006,Dumfries and Galloway,2024,11,male,779
S12000006,Dumfries and Galloway,2024,12,male,773
S12000006,Dumfries and Galloway,2024,13,male,785
S12000006,Dumfries and Galloway,2024,14,male,841
S12000006,Dumfries and Galloway,2024,15,male,791
S12000006,Dumfries and Galloway,2024,16,male,843
S12000006,Dumfries and Galloway,2024,17,male,859
S12000006,Dumfries and Galloway,2024,18,male,867
S12000006,Dumfries and Galloway,2024,19,male,721
S12000006,Dumfries and Galloway,2024,20,male,607
S12000006,Dumfries and Galloway,2024,21,male,610
S12000006,Dumfries and Galloway,2024,22,male,593
S12000006,Dumfries and Galloway,2024,23,male,585
S12000006,Dumfries and Galloway,2024,24,male,621
S12000006,Dumfries and Galloway,2024,25,male,704
S12000006,Dumfries and Galloway,2024,26,male,655
S12000006,Dumfries and Galloway,2024,27,male,672
S12000006,Dumfries and Galloway,2024,28,male,666
S12000006,Dumfries and Galloway,2024,29,male,661
S12000006,Dumfries and Galloway,2024,30,male,649
S12000006,Dumfries and Galloway,2024,31,male,683
S12000006,Dumfries and Galloway,2024,32,male,716
S12000006,Dumfries and Galloway,2024,33,male,714
S12000006,Dumfries and Galloway,2024,34,male,736
S12000006,Dumfries and Galloway,2024,35,male,733
S12000006,Dumfries and Galloway,2024,36,male,748
S12000006,Dumfries and Galloway,2024,37,male,747
S12000006,Dumfries and Galloway,2024,38,male,695
S12000006,Dumfries and Galloway,2024,39,male,750
S12000006,Dumfries and Galloway,2024,40,male,676
S12000006,Dumfries and Galloway,2024,41,male,692
S12000006,Dumfries and Galloway,2024,42,male,706
S12000006,Dumfries and Galloway,2024,43,male,670
S12000006,Dumfries and Galloway,2024,44,male,691
S12000006,Dumfries and Galloway,2024,45,male,712
S12000006,Dumfries and Galloway,2024,46,male,665
S12000006,Dumfries and Galloway,2024,47,male,659
S12000006,Dumfries and Galloway,2024,48,male,714
S12000006,Dumfries and Galloway,2024,49,male,729
S12000006,Dumfries and Galloway,2024,50,male,812
S12000006,Dumfries and Galloway,2024,51,male,806
S12000006,Dumfries and Galloway,2024,52,male,947
S12000006,Dumfries and Galloway,2024,53,male,1043
S12000006,Dumfries and Galloway,2024,54,male,1026
S12000006,Dumfries and Galloway,2024,55,male,1075
S12000006,Dumfries and Galloway,2024,56,male,1088
S12000006,Dumfries and Galloway,2024,57,male,1153
S12000006,Dumfries and Galloway,2024,58,male,1219
S12000006,Dumfries and Galloway,2024,59,male,1294
S12000006,Dumfries and Galloway,2024,60,male,1262
S12000006,Dumfries and Galloway,2024,61,male,1266
S12000006,Dumfries and Galloway,2024,62,male,1197
S12000006,Dumfries and Galloway,2024,63,male,1206
S12000006,Dumfries and Galloway,2024,64,male,1183
S12000006,Dumfries and Galloway,2024,65,male,1172
S12000006,Dumfries and Galloway,2024,66,male,1165
S12000006,Dumfries and Galloway,2024,67,male,1064
S12000006,Dumfries and Galloway,2024,68,male,1028
S12000006,Dumfries and Galloway,2024,69,male,1058
S12000006,Dumfries and Galloway,2024,70,male,1021
S12000006,Dumfries and Galloway,2024,71,male,943
S12000006,Dumfries and Galloway,2024,72,male,917
S12000006,Dumfries and Galloway,2024,73,male,975
S12000006,Dumfries and Galloway,2024,74,male,939
S12000006,Dumfries and Galloway,2024,75,male,980
S12000006,Dumfries and Galloway,2024,76,male,962
S12000006,Dumfries and Galloway,2024,77,male,945
S12000006,Dumfries and Galloway,2024,78,male,704
S12000006,Dumfries and Galloway,2024,79,male,659
S12000006,Dumfries and Galloway,2024,80,male,650
S12000006,Dumfries and Galloway,2024,81,male,577
S12000006,Dumfries and Galloway,2024,82,male,553
S12000006,Dumfries and Galloway,2024,83,male,465
S12000006,Dumfries and Galloway,2024,84,male,405
S12000006,Dumfries and Galloway,2024,85,male,345
S12000006,Dumfries and Galloway,2024,86,male,337
S12000006,Dumfries and Galloway,2024,87,male,266
S12000006,Dumfries and Galloway,2024,88,male,258
S12000006,Dumfries and Galloway,2024,89,male,190
S12000006,Dumfries and Galloway,2024,90,male,632
S12000008,East Ayrshire,2024,0,all,1074
S12000008,East Ayrshire,2024,1,all,1081
S12000008,East Ayrshire,2024,2,all,1072
S12000008,East Ayrshire,2024,3,all,1125
S12000008,East Ayrshire,2024,4,all,1212
S12000008,East Ayrshire,2024,5,all,1261
S12000008,East Ayrshire,2024,6,all,1212
S12000008,East Ayrshire,2024,7,all,1215
S12000008,East Ayrshire,2024,8,all,1332
S12000008,East Ayrshire,2024,9,all,1424
S12000008,East Ayrshire,2024,10,all,1274
S12000008,East Ayrshire,2024,11,all,1340
S12000008,East Ayrshire,2024,12,all,1496
S12000008,East Ayrshire,2024,13,all,1372
S12000008,East Ayrshire,2024,14,all,1373
S12000008,East Ayrshire,2024,15,all,1421
S12000008,East Ayrshire,2024,16,all,1384
S12000008,East Ayrshire,2024,17,all,1331
S12000008,East Ayrshire,2024,18,all,1292
S12000008,East Ayrshire,2024,19,all,1228
S12000008,East Ayrshire,2024,20,all,1244
S12000008,East Ayrshire,2024,21,all,1145
S12000008,East Ayrshire,2024,22,all,1165
S12000008,East Ayrshire,2024,23,all,1156
S12000008,East Ayrshire,2024,24,all,1259
S12000008,East Ayrshire,2024,25,all,1167
S12000008,East Ayrshire,2024,26,all,1239
S12000008,East Ayrshire,2024,27,all,1262
S12000008,East Ayrshire,2024,28,all,1244
S12000008,East Ayrshire,2024,29,all,1332
S12000008,East Ayrshire,2024,30,all,1417
